,Job_Title,Company,Location,Salary,Job_Description
290,Data Engineer,Kraft Heinz Company,"Chicago, IL","$83,400 - $104,200 a year","General information
All posting locations: Chicago, Illinois, United States of America
Job Function: 16 - Digital
Date Published: 17-Apr-2023
Ref #: R-68343
Base Salary Range: $83,400.00 - $104,200.00
Target Total Cash Range: $104,250.00 - $130,250.00
Target Total Cash: Target total cash represents this role's annualized cash earning potential at target (base salary + target bonus). Target total cash is contingent on targeted company performance achievement and individual attainment of performance goals. Therefore, target total cash is not guaranteed earnings.
Compensation Disclaimer: The compensation offered will take into account internal equity and also may vary depending on the candidate’s geographic region, job-related knowledge, skills, and experience among other factors.
Description & Requirements
3+ years of experience working in data engineering or architecture role.
Expertise in ELT and data analysis and experience with SQL and at least one programming language (Python/R preferred)
Experience developing and maintaining data warehouses in big data solutions e.g.- Snowflake
Experience with developing solutions on cloud computing services and infrastructure in the data and analytics space (preferred)
Experience with cloud service providers including AWS- Azure- or Google.
Database development experience using Hadoop- SPARK or Big Query and experience with a variety of relational- NoSQL- and cloud database technologies.
Experience and/or knowledge of BI tools such as Alteryx- Tableau- Power BI- Looker.
Experience and/or knowledge of CI/CD (continuous integration and continuous deployment) practice using GitHub or Azure repos.
Conceptual knowledge of data and analytics- such as dimensional modeling- ELT- reporting tools- data governance- data warehousing- structured and unstructured data.
Familiarity with the Linux operating system
Familiarity with data engineering and workflow management frameworks such dbt.
Nice to have exposure to machine learning- data science- computer vision- artificial intelligence- statistics- and/or applied mathematics.
An agile learner who brings strong problem-solving skills- and enjoys working as part of a technical- cross functional team to solve complex data problems.
Bachelor’s degree required; Computer Science- MIS- or Engineering preferred or equivalent experience.
About Us
The Kraft Heinz Company is one of the largest food and beverage companies in the world, with eight $1 billion+ brands and global sales of approximately $25 billion. We’re a globally trusted producer of high-quality, great-tasting, and nutritious foods for over 150 years. Our brands are truly global, with products produced and marketed in over 40 countries. These beloved products include condiments and sauces, cheese and dairy, meals, meats, refreshment beverages, coffee, infant and nutrition products, and numerous other grocery products in a portfolio of more than 200 legacy and emerging brands.
No matter the brand, we’re united under one vision: To sustainably grow by delighting more consumers globally. Bringing this vision to life is our team of 39,000+ food lovers, creative thinkers, and high performers worldwide. Together, we help provide meals to those in need through our global partnership with Rise Against Hunger. We also stand committed to responsible, sustainable practices that extend to every facet of our business, our consumers, and our communities. Every day, we’re transforming the food industry with bold thinking and unprecedented results. If you share our passion – and are ready to create the future, build a legacy, and lead as a global citizen – there’s only one thing to do: join our table and let’s make life delicious!
Our Culture of Ownership, Meritocracy and Collaboration
We're not afraid to think differently. Embrace new ideas. Dream big. We empower our people at every level – from entry-level intern to senior leader – to own their work. We share a responsibility to think like Owners – to be mindful of the collective and sustained success of Kraft Heinz – which we apply to every situation, every day.
As part of Kraft Heinz, you're supported to grow and achieve. You’re expected to bring your authentic self to work every day, to lead with humility, and drive outstanding performance at every level – and you’ll be rewarded. You’re given opportunities to leave a mark and build a legacy. But you won’t do it alone. You’re supported by passionate teammates along the way, and our collective, collaborative spirit fuels our incredible progress.
Vaccination & Office Collaboration Expectations
Our highest priority is always the health, wellbeing, and safety of our Kraft Heinz family. We require our office-based, home-based, R&D, and sales team members to be fully vaccinated against COVID-19, unless approved for a medical or religious accommodation.
We believe our office environment fuels our collaboration, connection & community as an organization and allows our employees to grow toward greatness. We also believe providing a more flexible and agile model is essential in today’s workplace. A majority of our office-based employees will be able to work remotely for up to two days each week. Additionally, employees who are subject to this hybrid model will be eligible to work from anywhere for up to six weeks in a rolling 12-month period (in maximum two-week increments and according to benefits and tax guidelines). Some jobs may be required to be performed fully in office depending on the role’s responsibilities and requirements.
Kraft Heinz is an Equal Opportunity Employer - Underrepresented Ethnic Minority Groups/Women/Veterans/Individuals with Disabilities/Sexual Orientation/Gender Identity and other protected classes. In order to ensure reasonable accommodation for protected individuals, applicants that require accommodation in the job application process may contact HRCompliance@kraftheinz.com for assistance."
291,Data Reviewer/Scientist II,KBI Biopharma,"Durham, NC",N,"Position Summary:
Reviews data associated with development and qualification of analytical methods and testing of in-process and drug substance/product samples.
Position Responsibilities:
Reviews data and reports associated with development and qualification of analytical methods and testing of in-process and drug substance/drug product samples.
Verifies that calculations and documented information are present, complete, and accurate.
Verifies that all analyses are performed per methodology and are in compliance with GMP requirements, when applicable.
Understands experiments and assays used to develop methods and/or test samples. Maintains and updates knowledge of instrumentation.
Maintains professional expertise through familiarity with scientific literature.
Responsible for developing a current understanding of cGMP and other regulatory requirements.
Able to react to change productively and handle other essential tasks as assigned.
Minimum Requirements:
For Senior Research Associate: B.S. degree and 4 years of related experience. M.S. and 2 years of related experience.
For Associate Scientist: B.S. degree and 5 years of related experience. M.S. and 3 years of related experience.
Able to react to change productively and handle other essential tasks as assigned.
KBI Biopharma, Inc. (KBI) is committed to providing a safe and healthy workplace. Any employee entering a KBI site located in the US must either (1) have provided proof of full vaccination (as defined by the CDC) with a COVID-19 vaccination which has been granted FDA approval or Emergency Use Authorization; or (2) perform weekly COVID-19 testing with negative test results.
KBI Biopharma, Inc. is an EEO/AA employer and actively seeks to diversify its work force. Therefore, all qualified applicants, regardless of race, color, national origin, religion, gender, gender identity, sexual orientation, age, disability or veteran status, are strongly encouraged to apply.
I understand that neither the completion of this application nor any other part of my consideration for employment establishes any obligation for KBI Biopharma, Inc. to hire me. If I am hired, I understand that either KBI Biopharma, Inc. or I can terminate my employment at any time and for any reason, with or without cause and without prior notice. I understand that no representative of KBI Biopharma, Inc. has the authority to make any assurance to the contrary.
I attest with my signature below that I have given to KBI Biopharma, Inc. true and complete information on this application. No requested information has been concealed. I authorize KBI Biopharma, Inc. to contact references provided for employment reference checks. If any information I have provided is untrue, or if I have concealed material information, I understand that this will constitute cause for the denial of employment or immediate dismissal."
292,Data Scientist (Remote),DreamBox Learning,"Bellevue, WA 98004•Remote","$82,920 - $116,990 a year","About the Role:
In this role, you will analyze large amounts of raw information. We will rely on you to build data products to extract valuable business insights.
In this role, you should be highly analytical with a knack for analysis, math, and statistics. Critical thinking and problem-solving skills are essential for interpreting data.
Your goal will be to help our company analyze trends to make better decisions and provide our customers the data they need to meet learning objectives and growth goals for all students.
The Data Scientist will report to the Director of Data Science.
What You'll Be Doing:
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams to ensure data products are deployable
About You:
3+ years of experience as a Data Scientist and background in Machine Learning
BS in Math, Computer Science, Engineering, or relevant field; graduate degree in Data Science or another quantitative field is a plus
Experience in data mining
Knowledge of R, SQL and Python including open-source libraries in Python like scikit-learn
Experience using business intelligence tools (e.g., Tableau) and other visualization tools like Streamlit
Analytical mind and business acumen
Strong math skills (e.g., statistics, algebra)
Problem-solving aptitude
Excellent communication and presentation skills
Must be legally authorized to work in the United States
Compensation and Benefits:
Expected base salary range for this position is $82,920 – $116,990 USD annually based on several factors, including experience and geography. This position is also eligible for an annual incentive bonus or sales commission bonus, depending on the role, and benefits that are designed to support you & your family. If you are hired at DreamBox Learning, your final base salary compensation will be determined based on considerations such as geographic location, skills, responsibilities of the role, education, and/or relevant experience. In addition to those factors, we believe in the importance of pay equity and consider the compensation of our current team members as a part of evaluating and extending any final offer.
We are proud to offer employees and their families a comprehensive benefits package:
Medical-Dental-Vision
Health Care Dependent Care
Short & Long Term Disability
Life Insurance
401(k)
FSA/HSA
Paid Time Off - Front Loaded (4 weeks)
Accrued Sick Time
DreamBox ""Hero Days"" Volunteer Time
Employee Assistance Program
9 Paid Holidays + Annual Winter Holiday Break (Typically the last week of December)
#BI-Remote #LI-Remote #LI-JW1
About Us:
DreamBox Learning, the leading K-12 education technology provider, is radically transforming the way the world learns. As the only dual-discipline solution rated STRONG by Johns Hopkins' EvidenceforESSA.org in both math and reading, DreamBox provides schools with high-quality adaptive learning solutions independently proven to accelerate student growth. Built by educators for educators, DreamBox empowers teachers and district administrators with robust data analytics and content-specific professional development solutions to complement instruction. DreamBox supports over 400,000 educators and approximately 6 million students in all 50 states, the District of Columbia, Puerto Rico, and throughout the United Kingdom, Australia, Canada, and Mexico. For more information, visit https://www.dreambox.com/.

At DreamBox, we believe diversity is an essential strength. That's why we're committed to providing an inclusive culture, an equitable work environment, and creating the most effective educational products that celebrate the diversity in students, families, communities, and the world. We know that talent exists everywhere, but opportunity does not. Therefore, we are a proud equal opportunity and affirmative action employer, but we don't make these commitments simply because they're required by law. We hold ourselves to a higher standard and make these commitments so that everyone at DreamBox can bring their full selves to our important mission. Our identities matter, and in order to create a more just, equitable world, we know it begins with DreamBox being an inclusive workplace that serves as a model for that change."
293,Data Scientist - Life Sciences,Argonne National Laboratory,"9700 S Cass Ave, Lemont, IL 60439",N,"In this exciting area of research, you will be applying machine learning techniques to problems in the life sciences with an emphasis on using computational approaches for detecting patterns in a variety of contexts including cancer, brain injury, infectious disease and microbial community datasets. Problems typically involve the construction of computational models for phenotype prediction from data that includes genomic data and other omics data. This role will develop and apply computational models on new experimental data, provide measures of uncertainty, and participate in interdisciplinary discussions aimed at the design of new experiments. You will report on results of research including publishing scholarly papers in scientific journals, give presentations at symposia, conferences, meetings, and seminars. You will also participate in the preparation of reports and proposals required by funding agencies to obtain and continue funding support.
We are seeking outstanding people to join us in the Data Science and Learning Division and the Bioscience Division at all career levels. As a multidisciplinary national laboratory, Argonne offers an exciting campus atmosphere in which to collaborate on interdisciplinary projects developing solutions to complex scientific and engineering problems on the world’s largest parallel supercomputers.
Please note, this is an “Evergreen” job posting which is used to build a pool of candidates for anticipated critical positions within the division. We do not interview or hire from an evergreen posting; however, you may be invited by a Talent Acquisition Specialist to apply to a specific job posting in the near future.
Position Requirements
Minimum bachelor’s degree in Bioinformatics, CS, or Biology
Fluency in scientific programming languages
Experience with bioinformatics analysis techniques and tools
Familiarity working in a Unix environment
Experience on high performance computing platforms and newer GPU systems
Experience processing NGS sequence data, familiarity with bacterial genomics, or demonstrated work in microbiology
Knowledge of artificial intelligence across machine learning, deep learning and statistics
Strong analytical and problem-solving skills
Understanding of computational algorithms to support DNA sequence alignment, small nucleotide polymorphism detection, gene expression quantification and/or small molecule (drug) structure
Ability to write research publications
Considerable collaborative skills, including the ability to interact well with external and internal collaborators
United States citizenship is a requirement on some projects
Ability to think independently and innovatively to develop exceptional technical solutions required
Job Family
Research Development (RD)
Job Profile
Computer Science 1
Worker Type
Regular
Time Type
Full time
As an equal employment opportunity and affirmative action employer, and in accordance with our core values of impact, safety, respect, integrity and teamwork, Argonne National Laboratory is committed to a diverse and inclusive workplace that fosters collaborative scientific discovery and innovation. In support of this commitment, Argonne encourages minorities, women, veterans and individuals with disabilities to apply for employment. Argonne considers all qualified applicants for employment without regard to age, ancestry, citizenship status, color, disability, gender, gender identity, gender expression, genetic information, marital status, national origin, pregnancy, race, religion, sexual orientation, veteran status or any other characteristic protected by law.
Argonne employees, and certain guest researchers and contractors, are subject to particular restrictions related to participation in Foreign Government Sponsored or Affiliated Activities, as defined and detailed in United States Department of Energy Order 486.1A. You will be asked to disclose any such participation in the application phase for review by Argonne's Legal Department.
All Argonne offers of employment are contingent upon a background check that includes an assessment of criminal conviction history conducted on an individualized and case-by-case basis. Please be advised that Argonne positions require upon hire (or may require in the future) for the individual be to obtain a government access authorization that involves additional background check requirements. Failure to obtain or maintain such government access authorization could result in the withdrawal of a job offer or future termination of employment.
Please note that all Argonne employees are required to be vaccinated against COVID-19. All successful applicants will be required to provide their COVID-19 vaccination verification as a condition of employment, subject to limited legally recognized exemptions to COVID-19 vaccination."
294,Data Scientist,Numero Data,"Herndon, VA•Remote","$75,000 - $90,000 a year","Numero Data LLC is a well-established, E-Verified, strategic, IT consulting firm, focused on delivering Business Intelligence, Data Analytics, Development Solutions, Implementation services and support to leading clients in the commercial and government sectors. We specialize ad provide highest level of placement services in the following technologies: Business Analysis, Quality Assurance, BI-Tableau, Power BI, QlikView, BOBJ, Data Science & Data Analytics, DB2 Administration, iOS & Android Development, Python Programming. To learn more about Numero Data LLC, please visit our website www.numerodata.com.
We are currently recruiting new, talented individuals who can join our team of Business Intelligence consultants at Herndon, VA.
Our Placement Program highlights:
· Our Clients are Fortune 500 companies.
· Full Project Placement Assurance
· Very strong in H1 and Green Card Sponsorship
· We are registered under the E-Verify Program
· Competitive Salary Package with Benefits
· Health/Dental/Vision Insurance
· Free Training
Job Description:
· Knowledge on Tableau Desktop and Tableau Server.
· Extensive knowledge in various reporting objects like Facts, Attributes, Hierarchies , filters, Calculated fields, Sets , Groups, Parameters etc., in Tableau.
· Interfacing of Tableau Dashboard with external portal and applications.
· Design rich Graphic visualizations with modular design of reports, worksheets, and views in Tableau with a strong understanding of the appropriate chart types (Bar charts, Line charts, scatter plot, Heat Maps) to use to highlight patterns in the data.
· Should have knowledge of administration and installation of Tableau servers.
· Skilled on different databases like RDBMS (SQL Server, Oracle), Vertica.
Qualifications:
· Reporting analysts must have a strong background in computer science and programming since they often need to create customized tools and applications to handle the specific reporting needs of a business.
· They also need to exhibit excellent written and verbal communication skills since they deal closely with a business' information technology (IT) workers, training them to troubleshoot user issues with customized tools and software.
· Analysts must work with both IT departments and project managers to find any issues with custom software, as well as to propose and develop upgrades to deal with technical issues and enhance efficiency as business needs change.
I’d really appreciate, If you could please answer following questions along with your updated resume in regard with the job position and send it back to me.
· Full Name:
· Contact no:
· E-mail ID:
· Current Location:
· Willing to relocate anywhere in US ?(Y/N):
· Visa Status:
· Visa Expiry Date:
· DOB:
· Highest Qualification:
· University:
· Relevant Experience
Job Type: Contract
Salary: $75,000.00 - $90,000.00 per year
Benefits:
Dental insurance
Vision insurance
Schedule:
8 hour shift
Work Location: Remote"
295,Machine Learning Engineer,Adobe,"San Jose, CA 95110","$116,800 - $213,900 a year","Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!

Adobe is seeking a talented Machine Learning Engineer with a passion for solving challenging business problems. As part of the team, you will build and scale data products to help address the needs of Adobe's enterprise customers.

The ideal candidate will have: The ideal candidate will have:
At least a Bachelor's degree in CS/EE or other technical field or equivalent work experience
5+ years of Java skills
3+ years production services experience
2-3 years of experience with data engineering tools like pandas and pyspark
3+ years of database design skills in postgres/Oracle/MySQL

Nice to Haves:
Deep knowledge of the internals of spark architecture
Experience Productionalizing ml models and identifying issues that can occur at scale with this pipeline
Currently an open source committer to one or more ml projects
Comfortable working with deep learning frameworks such as pytorch/tensorflow and able to understand the limitations of each of these frameworks

Joining the Adobe team offers you an exciting opportunity to work on cutting-edge AI technologies and contribute to the development of innovative products and services that shape the future of the industry. We offer competitive salaries, excellent benefits, and a collaborative work environment that fosters growth and innovation.
If you are passionate about solving business problems with machine learning and want to join a dynamic and innovative team, we encourage you to apply for this exciting opportunity.
Our compensation reflects the cost of labor across several U.S. geographic markets, and we pay differently based on those defined markets. The U.S. pay range for this position is $116,800 -- $213,900 annually. Pay within this range varies by work location and may also depend on job-related knowledge, skills, and experience. Your recruiter can share more about the specific salary range for the job location during the hiring process.

At Adobe, for sales roles starting salaries are expressed as total target compensation (TTC = base + commission), and short-term incentives are in the form of sales commission plans. Non-sales roles starting salaries are expressed as base salary and short-term incentives are in the form of the Annual Incentive Plan (AIP).

In addition, certain roles may be eligible for long-term incentives in the form of a new hire equity award."
296,Data Scientist,ironSource,"San Francisco, CA 94107•Remote","$140,000 - $155,000 a year","Gather and analyze large sets of structured and unstructured data and interpret results to create actionable plans for Tapjoy’s Offerwall product. Develop and deploy machine learning models for ad recommendation (CTR prediction, personalization and user segmentation, exploration and exploitation algorithms). Develop and deploy models and algorithm for ad optimization system (eCPM optimization, bid optimization, ROAS optimization). Design and conduct online experience and perform statistical hypothesis testing for A/B testing results. Can work remotely.
Company Name: Tapjoy Inc.
Position Title: Data Scientist
Location: 30 3rd Street, San Francisco, CA 94103
Salary: $140,000 - $155,000 per year
Days/Hours: Mon – Fri / 8 a.m. to 5 p.m.

Requirements:

Master’s degree in Statistics, Computer Science, or related quantitative field and Two years of experience in Data Science or related occupation. Applicants must have demonstrated experience with: Python and SQL; Scikit, TensorFlow, and Keras; Recommendation systems, and classification models and; A/B testing, hypothesis testing, and statistical inference.

Business Unit:
Data & Analytics

Skills - Technical 3:
Kafka

Skills - Technical 5:
Python"
297,Deep Learning Researcher,Topaz Labs,"Dallas, TX 75254",N,"We're Topaz Labs, an AI tech company that builds software to solve imaging problems like denoising, super-resolution, and deconvolution with deep learning. Over 1M photographers and designers trust us with their work, including on teams at Apple, Netflix, NASA, and more. We've processed over 1 billion images, achieved 1000% revenue growth in the last 4 years, and we're only getting started.
We’re looking for a Deep Learning Researcher to help us push the state-of-the-art in image and video enhancement. Your primary responsibility will be to explore and develop new deep learning models to solve inverse problems in imaging. You'll also evaluate customer feedback and image data to gauge performance and refine your models based on real-world usage.
About us
Rocketship growth and opportunity for impact ($3M $30M revenue in four years)
Over 1 million customers (including companies like Apple, NASA, Netflix) have used us for over 1 billion photos. Our tech has been covered by Fast Company, The Verge, Engadget, Mashable, BBC, and more
World-class team that executes quickly, obsesses about the customer experience, and promotes from within
Profitable company with infinite runway
About you
PhD in related field, or equivalent industry experience
Prior key contributor to significant deep learning projects for image enhancement or image processing
Significant prior experience with CNNs and other common computer vision network architectures
2 years of hands-on experience with TensorFlow or PyTorch
Good understanding of common image processing algorithms
Working knowledge of C/C++
Well-read on major recent research papers in deep learning for image or video enhancement
Aside from technical understanding and research skills, we're looking for someone with a strong work ethic, intellectual humility, and a shipping mentality. We’re a small company with a high-visibility and high-performance culture, so you will work with a high degree of impact and autonomy. You'll also collaborate closely with other world-class researchers to exchange ideas and solve problems together.
Our technology advantage has already driven strong success for our company, and your contributions will directly help determine our future growth. We offer strong base salary plus significant ownership that scales with the company's growth. We also offer 100% covered medical/dental/vision for employees, 15 days annual PTO plus holidays, and 401k matching. This is a full-time on-site role in Dallas, TX, and we will ask you to relocate if you're not in the area.
Job Type: Full-time"
298,Principal Data Scientist Artificial Intelligence Machine Learning Scientist - Financial Advice,Vanguard,Remote,"$127,000 - $243,000 a year","Leverage Artificial Intelligence to innovate the world of digital advice

You will be working with a dynamic team of Innovators, AI engineers and data scientists that are at the forefront of AI/ML application for the company. You will be working at our Malvern Campus, focusing on researching and developing leading-edge analytics enabled solutions for our AI based financial Advice platform; including applying smart algorithms, machine learning, artificial intelligence, and cloud technologies. The team works closely with subject matter experts in investment methodology and economic theory.

Vanguard has been changing the way the world invests for over 40 years, as a company we’re committed to improving the lives of our clients. We’re using AI and ML to create experiences and services that will help more people than ever reach their goals. As an Advice Principal Data Scientist you’ll be responsible for helping trail blaze AI/ML at Vanguard – some of the most important work we’ve ever done as a company.

Requirements
In this role, your will:
You will be challenged to be influential and make a positive difference on a global scale, working on a team that is purely focused on AI/ML Research. Further, you will need to establish yourself as a thought leader and the go-to person in your area of expertise, i.e. AI/ML in financial advice. Strong communication skills are essential to deliver your message globally across various stakeholders/teams with diverse backgrounds and focus areas spanning research, development, engineering, business, and management. You will be working in a very agile, dynamic environment leading/supporting ongoing activities while starting new ones. Therefore, success in this role requires excellent multitasking and time management skills. We look to you to surprise us in building breakthrough AI-enabled systems leveraging modern AI techniques to create value from the data collected and generated by our base systems. These AI enabled systems and services will allow us to provide highly individualized advice at a massive scale.
You will apply your advanced data analytics, artificial intelligence/machine learning knowledge and experience to interact with stakeholders, identify new problems and opportunities, develop innovative propositions, contribute to intellectual property, and build and pilot first-of-its-kind demonstrators. You will play a strong role in shaping our agenda.

Qualifications:
What it takes:
PhD in Computer Science, Statistics, Machine Learning, Data Science, Electrical Engineering or related field, with 10+ years of experience in developing and implementing AI/ML related projects
Strong technical skills on machine learning/AI with proven track record. These technical skills include, but not limited to, regression techniques, neural networks, decision trees, clustering, pattern recognition, probability theory, stochastic systems, Bayesian inference, statistical techniques, deep learning, supervised learning, unsupervised learning
Strong technical knowledge on big data technologies, cloud, and opensource software tools
Outstanding track record of successful solutions design in the digital space
A strong track record of starting new activity areas and E2E management of projects related to analytics enabled solutions and transferring to production as appropriate
Working with partners and /or affiliations, track record in establishing partnerships
Desirable experience in multicultural/global team and influencing decisions at the highest management levels.
Experienced in using AI/ML platforms, technologies, techniques (e.g. TensorFlow, Apache MXnet, Theano, Keras, CNTK, scikit-learn, H2O, Spark MLlib, etc).
Proficiency with SQL and NoSQL databases
Proficiency with scalable data extraction tools (e.g. Cassandra, MongoDB)
Proficiency with Scala, Spark, Java and/or SAS
Special Factor
Work must be performed in the U.S.
About Vanguard
We are Vanguard. Together, we’re changing the way the world invests.
For us, investing doesn’t just end in value. It starts with values. Because when you invest with courage, when you invest with clarity, and when you invest with care, you can get so much more in return. We invest with purpose – and that’s how we’ve become a global market leader. Here, we grow by doing the right thing for the people we serve. And so can you.
We want to make success accessible to everyone. This is our opportunity. Let’s make it count.
Inclusion Statement
Vanguard’s continued commitment to diversity and inclusion is firmly rooted in our culture. Every decision we make to best serve our clients, crew (internally employees are referred to as crew), and communities is guided by one simple statement: “Do the right thing.”
We believe that a critical aspect of doing the right thing requires building diverse, inclusive, and highly effective teams of individuals who are as unique as the clients they serve. We empower our crew to contribute their distinct strengths to achieving Vanguard’s core purpose through our values.
When all crew members feel valued and included, our ability to collaborate and innovate is amplified, and we are united in delivering on Vanguard's core purpose.
Our core purpose: To take a stand for all investors, to treat them fairly, and to give them the best chance for investment success.
Future of Work
During the pandemic, we transitioned to a work from home model for the majority of our crew and we continue to interview, hire, and on-board future crew remotely.
As we have developed the path forward, we have taken a thoughtful approach that both maximizes the advantages of working remotely and the many benefits of coming together and collaborating in a shared workspace. We believe that in-person interactions among our crew are important for preserving our unique culture and advantageous for the personal development of our crew.
When our Crew return to the office, many will work in our hybrid model. A smaller proportion of our crew will operate in the Work from Home work model (for example, field sales crew); or in the Work from Office model (for example, portfolio managers).
The working model that your role falls into will be communicated to you in the interview process – please do ask if you are unsure. We encourage you to make the decision regarding your job interview and offer knowing which model your role will fall into. We will test and learn as our ways of working evolve and will continue to evaluate working models along the way.
Salary Range:
$127,000.00 - $243,000.00"
299,Research Data Scientist,Booz Allen Hamilton,"Washington, DC•Hybrid remote","$73,100 - $166,000 a year","The Challenge:
Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As a data scientist, you can turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you know the answers are in the data.
We have an opportunity for you to use your leadership and analytical skills to improve strategic innovation across sectors of the federal government. You’ll work closely with your customer to understand their questions and needs, and then dig into their data-rich environment to find the pieces of their information puzzle. You’ll mentor teammates, develop algorithms, write scripts, build predictive analytics, apply machine learning, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help federal organizations make informed decisions. You’ll provide your customer with a deep understanding of their data, what it all means, and how they can use it. Join us as we use data science and machine learning for good in the federal government.
Empower change with us.
You Have:
2+ years of experience with machine learning, data science, data research, or analytics in a professional or academic environment
Experience with machine learning applications and tools
Experience with managing diverse data sources, including preprocessing, cleansing, and verifying the integrity of data to develop data marts for data science use cases and machine learning applications
Experience with frequent scripting language use, including Python and R, and packages used in machine learning applications or advanced data analytics
Ability to work independently and achieve successful results with minimal guidance
Ability to articulate workflows and explain technical concepts to non-technical audiences
Secret clearance
Master's degree
Nice If You Have:
Experience with research practices and methodologies
Experience with feature selection, Computer Vision or Natural Language Processing model building, and optimization using supervised and unsupervised machine learning techniques to support analytic objectives
Experience within a leadership role, including project management and project evaluation
Experience with performing data exploration and data analysis on multiple data types, including images, video, and text
Ability to exhibit flexibility and initiative when dealing with ambiguous and fast-paced situations
Clearance:
Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Secret clearance is required.
Build Your Career:
At Booz Allen, we know the power of analytics and we’re dedicated to helping you grow as a data analysis professional. When you join Booz Allen, you’ll have the chance to:
access online and onsite training in data analysis and presentation methodologies, and tools like Hortonworks, Docker, Tableau, and Splunk
change the world with the Data Science Bowl—the world’s premier data science for social good competition
participate in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal government

You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and analytics skills, where you can access more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and state-of-the-art tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, onsite boot camps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want as you chart your own course for success.
Compensation
At Booz Allen, we celebrate your contributions, provide you with opportunities and choices, and support your total well-being. Our offerings include health, life, disability, financial, and retirement benefits, as well as paid leave, professional development, tuition assistance, work-life programs, and dependent care. Our recognition awards program acknowledges employees for exceptional performance and superior demonstration of our values. Full-time and part-time employees working at least 20 hours a week on a regular basis are eligible to participate in Booz Allen’s benefit programs. Individuals that do not meet the threshold are only eligible for select offerings, not inclusive of health benefits. We encourage you to learn more about our total benefits by visiting the Resource page on our Careers site and reviewing Our Employee Benefits page.
Salary at Booz Allen is determined by various factors, including but not limited to location, the individual’s particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. The projected compensation range for this position is $73,100.00 to $166,000.00 (annualized USD). The estimate displayed represents the typical salary range for this position and is just one component of Booz Allen’s total compensation package for employees.
Work Model
Our people-first culture prioritizes the benefits of flexibility and collaboration, whether that happens in person or remotely.
If this position is listed as remote or hybrid, you’ll periodically work from a Booz Allen or client site facility.
If this position is listed as onsite, you’ll work with colleagues and clients in person, as needed for the specific role.
EEO Commitment
We’re an equal employment opportunity/affirmative action employer that empowers our people to fearlessly drive change – no matter their race, color, ethnicity, religion, sex (including pregnancy, childbirth, lactation, or related medical conditions), national origin, ancestry, age, marital status, sexual orientation, gender identity and expression, disability, veteran status, military or uniformed service member status, genetic information, or any other status protected by applicable federal, state, local, or international law."
