,Job_Title,Company,Location,Salary,Job_Description
182,Data Exchange Analyst,Everside Health,Remote,"$70,000 - $90,000 a year","General Purpose of the Job
The Data Analyst is responsible for the scheduling, receipt, and delivery of client data. This position will contribute to a quality assurance program aimed towards enhancing the accuracy, usability, and availability of information internally to Everside Health and their client companies.
Company Overview
Everside Health is a national on-site, near-site and virtual primary care provider on a mission to fix America’s broken healthcare delivery model. We are technology-driven and care-obsessed. With our expanding reach, scale, and expertise, we truly make an impact on a national level by serving more clients and improving the health of more people, all while achieving the goal of reducing the total cost of healthcare for employers and organizations. That’s why we exist – and our relentless focus through care delivery access, technology, transparency, and relationships drives us every day.
Essential Duties & Responsibilities
Manages the scheduling, receipt and delivery of client data and reports
Identifies business trends, conducts root cause analysis of business problems, and suggest areas for process improvement
Presents data analysis findings, solutions, and recommendations as required
Serves on special projects
Ensures Everside Health data formats for data exchange are followed
Assist in the coordination of SFTP account creation for client data exchange
Preparation of reports related the delivery and quality of data
Contributes to data quality assurance program
Build and maintain relationships with internal and external stakeholders
Reviews, prepares, and/or maintains documentation
Maintains and supports current systems utilized in the data exchange process
Complies with organization and department policies and procedures
Apply HIPAA privacy and IT security standards to information as required
Provides training and technical support to team members and/or users on customized reporting tools and various work processes
Develops documentation of workflows and internal controls
Qualifications
Associates degree and 3-5 years of related experience or equivalent combination of education and experience.
Experience with project management and customer service in a technical setting.
Familiarity with data and technology. Ability to write simple SQL queries a plus.
Understanding of healthcare data including eligibility, medical claims, and pharmacy claims.
Must possess strong oral and written communication skills with excellent organizational and planning skills and ability to prioritize well
Must have an analytical and broad business perspective, but also the ability to delve into detail with a high level of understanding of data integrity issues
Must be able to meet deadlines, balance workload, and work well within a team.
Ability to establish rapport and relationships with internal and external stakeholders
Pay Range: $70,000 - $90,000
The actual offer may vary dependent upon geographic location and the candidate’s years of experience and/or skill level."
183,Sr. Data Insights Analyst,ebbo,United States,"$94,000 - $125,000 a year","Sr. Data Insights Analyst Overview: :
The Senior Data Insights Analyst is responsible for the development of reporting and insights offerings for ebbo, working cross-functionally across teams to deliver on those offerings. They provide end-to-end support for large data insights projects as well as ad hoc reporting & analysis.
Duties and Responsibilities of the Sr. Data Insights Analyst: :
Assist clients in KPI development and defining reporting requirements specific to their needs.
Translate client data needs to internal teams to ensure data needed for reporting is captured.
Advise and assist in A/B test design & implementation and provide test reporting/analysis.
Critically think about data in the business frame to identify errors and inconsistencies.
Mine data, derive insights, and turn insights into actionable business objectives.
Produce business cases to guide future decision-making, versus simply reflecting on past results.
Identify and capture incremental revenue opportunities.
Skills and Experience of the Sr. Data Insights Analyst : :
5+ years of data analysis experience.
2+ years experience with Marketing or Product A/B test design and post-test analysis.
Presentation / visualization development experience.
Excellent verbal and written communication skills.
Strategic thinking and insight development.
KPI development and measurement.
Multi-tasking with cross functional teams.
Proficiency with SQL, PowerPoint and Excel.
Experience with either Tableau, PowerBI or Qlik.
Perks and Benefits of the Sr. Data Insights Analyst : :
Unlimited PTO, closing every Friday at 2pm (all year round) and a paid week off between Christmas and New Year's.
Health Benefits: Medical, Dental, Vision, Disability, Life, Safe Harbor 401K plan with a 3% contribution from ebbo, 100% vested to you right away.
Annual bonus and merit increases
DEI Program and Wellness Program with great prizes.
Every team receives an annual budget for training opportunities.
Tons of opportunity for mentorship and growth (career trajectories for employees).
Salary Range: $94,000 - $125,000

About ebbo :
At ebbo, our focus is on our team members. Your growth and work/life balance are always top of mind. The minute you step through the door (either in-office or virtually), you’ll be joining a company that values everyone’s input, rewards and recognizes exemplary work, prioritizes diversity, equity and inclusion and loves to have fun. You’ll also be a part of a company that is constantly being recognized for excellence. We’ve been chosen as a “Connecticut Top Workplace” nine years in a row, named one of Boston’s Best & Brightest “Top Company Cultures” nationally and featured in Forbes, Fast Company, Glossy and Chain Store Age.
From a business perspective, ebbo is an all-in-one loyalty company. In addition to our suite of uniquely configurable loyalty solutions, ebbo’s data driven, full-service approach helps brands build customer engagement on repeat. ebbo also operates a direct-to-consumer business, called Clarus Direct, where we manage consumer-facing membership shopping products like LivePlayGo, ShopSmarter and FreeShipping.com. Life is short, so join a company where you can turn a job into a career – and have a great time doing it. Learn more about us here!


ebbo is proud to be an Equal Opportunity/Affirmative Action employer. As such we are collecting this data from applicants. Completion of this data is voluntary and will not affect your opportunity for employment or terms or conditions of employment. This data will be used for reporting purposes only and will be kept separate from all other personnel records and only accessed by the Human Resources Department. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other basis prohibited by law."
184,Sr. Data Analyst,Energy Solutions,Remote,"$115,000 - $140,000 a year","At Energy Solutions we focus on the big impacts. And we believe that market-based programs can be a powerful force to deliver large-scale energy, carbon and water-use savings. For 28 years we’ve harnessed that power to offer proven, performance-based solutions for our utility, government, and institutional customers.
We are looking to fill a Senior Data Analyst position on our Operations team. Operations team members focus on the operational aspects of Energy Solutions' business, freeing consulting staff up to concentrate on clients and projects. Regular job duties include standardizing and automating business processes, communicating with and collecting information from staff, supporting the data analysis needs of consultant staff, and leading the growth and maturation of the data analysis team. Team members will also develop a deep understanding of the company’s business operations tools to support and provide training to consulting staff members. This position is an excellent opportunity for individuals interested in supporting the business operations of a growing, environmentally driven business with an established reputation and solid prospects for the future.

Responsibilities include but are not limited to:
Develop, maintain, and own analytical models and dashboards for internal and external clients
Prepare reports for leadership that communicate trends, patterns, and forecasts to inform business decisions
Translate quantitative data into visual reports for non-technical audiences and provide clear analysis of the data
Responsible for the quality and accuracy of data analyses; work with data engineers and other team members to establish QA systems and standards and flag data errors
Develop and track key performance metrics
Assist data engineering team in troubleshooting based upon your knowledge of the product lines and compliance requirements
Coordinate cross-functionally across various teams to support data analytics and streamline data pipelines
Mentor and provide guidance to other members of the data analysis/engineering team
Collaborate in setting goals for the data analysis team and driving those goals forward
Identify areas where improvements in data analytics processes and/or tools can bring more value to clients
Lead the development of company best practices around data analytics, dashboarding, and reporting

Minimum Qualifications:
Technical degree preferred but not required
Expert at developing analytical dashboards using BI tools, preferably Tableau
Strong proficiency with SQL or other database querying language, preferably 3+ years
Working knowledge of building analytical models using a programming language, such as R or Python, preferably 3+ years with Python
Knowledge of basic data warehousing principles
Knowledge of ETL design
Leadership experience and comfortable taking initiative in leading and growing a small team
Strong communication and presentation skills, ability to use Microsoft PPT & Microsoft Office in presentations
Capable of working independently and working with non-technical managers
Can work with fast or changing deadlines in a fast-paced environment
Able to navigate multiple interrelated projects
Enthusiastic about data and analytics, learning new techniques and skills, and working with data scientists and engineers

Salary DOE: $115k - $140k/Annually
Compensation is commensurate with experience and includes a generous retirement package. Energy Solutions provides an excellent benefits package including medical, dental and vision insurance, other pre-tax contribution plans and an Employee Stock Ownership Plan (ESOP).
To apply for this position please visit https://energy-solution.com/company/careers/.
For more information about Energy Solutions, please visit us on our website at www.energy-solution.com.
Information will be requested to perform the compulsory background check, drug screens are required and permanent authorization to work in the U.S. is a precondition of employment. Energy Solutions is an equal opportunity employer."
185,Real-Time Analyst Associate,Figo Pet Insurance LLC,Remote,N,"Description:
The Real-Time Analyst position is responsible for being able to observe, interpret, and analyze data as well as market trends in order to make recommendations to improve operations in order to reduce overhead costs while improving the customer experience. They will need to understand the current workforce’s performance and the types of customer contacts being handled to improve operations through effective staffing decisions. They will prepare and manage staffing and scheduling to ensure there is a sufficient number of staff available to perform all required department tasks. Attention to detail will be key in assessing daily staffing levels which includes monitoring attendance and schedule adherence. Both scheduled and ad hoc periodic reporting both real-time and historical will be required. Real-time adherence management for the operational team will be of extreme importance in order to provide direction, guidelines, and performance updates to hit all service-level metrics. Analyzing schedule performance, forecast accuracy, and underlying assumptions as well as historical trends, and making continuous adjustments to forecasting, headcount planning, and scheduling process is necessary to be successful in this role.
Duties / Responsibilities:
Ability to gather and work with multiple datasets
Will be able to mine data for trends or discrepancies and make recommendations based on conclusions
Work with other stakeholders and departments by sharing conclusions and providing potential solutions on how to improve staffing
Superior attention to detail is essential while reviewing data trends, both real-time and historical, as well as underlying assumptions
Serve as the subject-matter expert on workforce optimization issues
Ensure that service level metrics are met; maintain the right headcount, and calculate the contact center capacity
Advanced communication ability, both verbally and in writing, as they will be expected to communicate with internal and external stakeholders at every professional level
Curious by nature with an irrepressible desire to understand and know why. Will independently research issues and use effective questioning to explain discrepancies or have further context
Provides metrics and performance feedback
Works on special or ongoing projects important to area/process improvement
Operate as an effective team member by supporting colleagues and contributing to the overall team and business objectives, delivery, and achievement
Undertake any other duties of a similar nature that the company reasonably requests to be performed that are within your abilities, expertise, and skills.
Requirements:

Required Skills / Abilities:
Must be very organized and take the initiative, attention to detail, strong time management and multi-tasking skills an asset
Must have excellent work habits, including a willingness to work the hours necessary to get the job done, especially when important deadlines cause greater than normal departmental pressures.
Proficient in problem-solving and analysis
Interpersonal skills: Effective verbal and written communication and the ability to work/collaborate effectively with others.
Ability to multitask in a rapidly evolving and fast-moving environment
Embraces technology solutions
Ability to maintain calm under pressure
Loves pets and talking about them!
Great team player
Experience using Microsoft Office (Word and Excel) and ability to pick up innovative technology solutions quickly and effectively.
Ability to collaborate with others on projects and/or special assignments
Protect the organization’s value by keeping information confidential
Ability to work independently with limited supervision
Conform with and abide by all regulations, policies, work procedures, and instructions.
Conform with all safety rules and use all appropriate safety equipment.
Education and Experience:
1-year relevant experience
Physical Requirements:
Prolonged periods of sitting at a desk and working on a computer/telephone
Must be able to lift up to 15 pounds at a time
Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception, and the ability to adjust focus.
Position Type/Expected Hours of Work:
This is a full-time position: Days and hours are to be determined by the needs of the business. Hours to be determined between employee and Manager
May require evenings and/or weekend days
Other Duties:
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties, or responsibilities that are required of the employee for this job. Duties, responsibilities, and activities may change at any time with or without notice."
186,Senior Data & Strategy Analyst,Frontier Communications,Remote,"$80,010 - $133,350 a year","Salary range: $80,010 to $133,350

Senior Data & Strategy Analyst

When you’re in the business of making connections, diversity and inclusion become part of your fiber. We believe in unlocking the power of diversity to drive digital connectivity, so if you feel your experience looks a little different, and you can add value, we encourage you to apply! #BuildGigabitAmerica
About Us
Frontier is a leading communications provider offering gigabit speeds to empower and connect millions of consumers and businesses in 25 states. It is building critical digital infrastructure across the country with its fiber-optic network and cloud-based solutions, enabling connections today and future proofing for tomorrow. Rallied around its purpose of Building Gigabit America™, the company is focused on supporting a digital society, closing the digital divide, and working toward a more sustainable environment. Frontier is preparing today for a better tomorrow. Visit www.frontier.com.

About You
You excel at using data and analytical tools to tell a story that can be used in a business setting to set strategy and make decisions. You are an effective communicator, especially adept at conveying complex data in a clear and simple manner. You are a motivated, self-starter who takes initiative to move projects forward and identify new projects to take on. You manage your time effectively to deliver analyses and strategy recommendations in a fast-paced environment.
About the Role
You perform quantitative and qualitative analysis with structured and unstructured data sets to identify opportunities and weaknesses in the business. You are responsible for directly sourcing data using SQL or Alteryx and analyzing in a way that supports practical decision making and strategy setting. You will communicate your findings and recommend strategy to executives and business partners.

Responsibilities
Drive and support key customer experience and retention initiatives using quantitative and qualitative data and analytics.
Manipulate large data sets, navigating a variety of servers, data types and data structures.
Drive end to end analytical process, from formulation of requirements, data acquisition, analysis, and validation, to summarization of relevant results.
Partner with operations teams to set business strategy to drive net adds and revenue growth within Consumer business.

Qualifications
Bachelor's degree in quantitative field or equivalent experience required.
Minimum three years of experience in an analytical capacity required.
Ability to perform in a fast-paced environment with changing priorities with high level of responsiveness and a result-oriented mind-set.
Aptitude for strategic and analytical thinking, and data-based decision making and storytelling.
Ability to find creative solutions to complex problems.
Experience in SQL and the ability to learn new languages, programs, and analytical techniques.
Experience in Power Bi or Power Pivot, expert at MS Excel and PowerPoint.
Experience with, or ability to quickly adapt to data wrangling tools like Alteryx.
Strong interpersonal and communication skills
Excellent verbal, written and presentation skills.

Frontier salaries estimated by third parties and may or may not reflect actual or total compensation. Please confirm with your recruiter.
We are deeply committed to attracting talented team members in the US from all backgrounds regardless of race, age, gender, ethnicity, religion, sexual orientation, disability status, or nationality. However, at this time, we are not sponsoring any Visas.
Frontier Communications is an Affirmative Action and Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability."
187,Detection & Investigation Analyst Lead - Data Loss Prevention - M-F 3-11pm EST,PNC Financial Services Group,"Pittsburgh, PA 15222",N,"Job Profile

Position Overview

At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. This position is primarily based in a location within PNC's footprint. Preferred locations are listed in this requisition. Responsibilities require time in the office or in a field on a regular basis. Some responsibilities can be performed remotely. Additional locations may be considered.

Shift Hours: M-F 3-11pm EST

Job Description

Reviews and investigates customer cases, reports and work for potential and actual loss. Minimizes fraud, Anti-Money Laundering and/or organizational risk. Performs early detection of suspicious activity. Controls and prevents losses. May lead the work of and/or train detection and investigation staff.
Researches and analyzes bank activities and reports to detect and prevent possible fraudulent and suspicious activities. Recommends disposition. Identifies gaps and control enhancements.
Uses defined research procedures to identify and resolve issues. Identifies trends and escalates as appropriate.
Follows standards and practices to mitigate fraud, Anti-Money Laundering and other risk exposure and loss. Shares best practices among the team and/or service partners.
Prepares and maintains appropriate documentation of analysis performed and coordinates with internal or external stakeholders as appropriate.

PNC Employees take pride in our reputation and to continue building upon that we expect our employees to be:
Customer Focused - Knowledgeable of the values and practices that align customer needs and satisfaction as primary considerations in all business decisions and able to leverage that information in creating customized customer solutions.
Managing Risk - Assessing and effectively managing all of the risks associated with their business objectives and activities to ensure they adhere to and support PNC's Enterprise Risk Management Framework.

Competencies

Anti-money Laundering/Sanctions Policies and Procedures – Knowledge of and ability to prevent or report money laundering and Sanctions-related activities in banking and financial services industry.

Business Ethics – Knowledge of practices, behaviors, applicable laws, rules, and regulations governing proper business conduct; ability to demonstrate ethical behavior in diverse situations.

Business Process Improvement – Knowledge of and ability to use methods for identifying, evaluating, introducing and implementing more efficient approaches to performing business related activities.

Decision Making and Critical Thinking – Understanding of the issues related to the decision-making process; ability to analyze situations fully and accurately, and reach productive decisions.

Effective Communications – Understanding of effective communication concepts, tools and techniques; ability to effectively transmit, receive, and accurately interpret ideas, information, and needs through the application of appropriate communication behaviors.

Fraud Detection and Prevention – Knowledge of and ability to utilize processes, tools, and techniques for detecting, addressing and preventing fraudulent situations.

Information Capture – Knowledge of the processes and the ability to identify, capture and document relevant business information in an auditable, organized, understandable and easily retrievable manner.

Operational Risk – Knowledge of policies and processes for operational risk management; ability to use tools, data, and best practices to identify, assess, and manage operational risk exposures.

Problem Solving – Knowledge of approaches, tools, techniques for recognizing, anticipating, and resolving organizational, operational or process problems; ability to apply this knowledge appropriately to diverse situations.

Standard Operating Procedures – Knowledge of and ability to design, implement and evaluate standard operating procedures affecting daily and strategic business operations in order to increase operational efficiency.

Work Experience

Roles at this level typically require a university / college degree with
Education

Bachelors (Required)

Additional Job Description

Benefits
PNC offers employees a comprehensive range of benefits to help meet your needs now and in the future. Depending on your eligibility, options for full-time employees include medical/prescription drug coverage (with a Health Savings Account feature); dental and vision options; employee and spouse/child life insurance; short- and long-term disability protection; maternity and parental leave; paid holidays, vacation days and occasional absence time; 401(k), pension and stock purchase plans; dependent care reimbursement account; back-up child/elder care; adoption assistance; educational assistance and a robust wellness program with financial incentives. To learn more about these and other programs, including benefits for part-time employees, visit pncbenefits.com > New to PNC.

Disability Accommodations Statement:
The PNC workplace is inclusive and supportive of individual needs. If you have a physical or other impairment that might require an accommodation, including technical assistance with the PNC Careers website or submission process, please call 877-968-7762 and select Option 4: Recruiting or contact us via email at pathfinder@pnc.com.

The Human Resources Service Center hours of operation are Monday - Friday 9:00 AM to 5:00 PM ET.

Equal Employment Opportunity (EEO):
PNC provides equal employment opportunity to qualified persons regardless of race, color, sex, religion, national origin, age, sexual orientation, gender identity, disability, veteran status, or other categories protected by law.

California Residents

Refer to the California Consumer Privacy Act Privacy Notice to gain understanding of how PNC may use or disclose your personal information in our hiring practices."
188,SQL Data Analyst,AccumTech,"Ann Arbor, MI 48105","$65,000 - $95,000 a year","As a SQL Data Analyst at AccumTech you will join a team of analysts working on the front lines to support a sophisticated healthcare data integration system. You will use strong query writing and analytical skills to investigate data anomalies, determine the root cause of processing issues, and perform bulk database operations. You will work directly with customers and partners to become a subject matter expert on their processes, needs, and capabilities and collaborate with our internal software development, project, and operational teams to help design and implement system enhancements and features. As a data enthusiast, your passion for the quality, management and health of our data feeds will play a critical role in decisioning, system health, and performance. You will interface with members of both the Implementation and Software Development teams to drive collaborative solutions on project work. The ideal candidate will be motivated by dealing with complex problems in data and developing creative solutions.

AccumTech is a small, but growing, software service company that is consistently voted one of Crain’s Detroit Business Coolest Places to Work by our employees. Joining AccumTech will give you an opportunity to take on challenging projects in a fast-paced agile environment, take responsibility for the growth of your team, and play a key role in the success and growth of the company.

AccumTech was founded in 2014 by experts in data management, pharmacy benefits, healthcare consulting and federal health regulations to assist key stakeholders in the integration of claims data between different consumers. We are based in Ann Arbor, Michigan and offer a competitive benefits package that includes health benefits, a competitive salary, paid time off, a 401K with employer match, and flexible scheduling.

Responsibilities
Perform research and analysis on large back-end data sets using a combination of complex querying and proprietary tools
Identify patterns during investigations and determine paths to issue resolution.
Handle ad-hoc reporting requests from both internal teams and our customers
Interact within custom tools and back-end databases to load and investigate data sets.
Become a subject matter expert on customer requirements, data needs, and capabilities
Participate in the company’s agile development process, documenting requirements and interfacing with development team members

Requirements
Bachelor’s degree.
3+ years of experience using SQL to query and analyze large data sets.
Demonstrated problem-solving capability.
Excellent written and verbal communication skills
Demonstrated capability to quickly learn custom software and business processes
Ability to work under pressure and to tight deadlines
Desire to work in a fast-paced environment and take on direct responsibility with a growing company.

AccumTech does not sponsor H1B Visas."
189,Business Intelligence Web Analyst,Adobe,"3900 N Adobe Way, Lehi, UT 84043","$73,900 - $167,100 a year","Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!

The Opportunity
We are hiring a web analytics specialist for our team! This role is part of the Digital Experience, responsible for driving deeper customer analytics and insights for the Experience Cloud business on Business.Adobe.com. The team is responsible for deeper understanding of Adobe’s ability to deliver an efficient customer experience to attract, convert and retain Experience Cloud customers. The team measures all aspects of the web marketing strategy to ensure high conversion, retention, and engagement rates on the site. The web analytics specialist will be an excellent Adobe Analytics and Optimization analyst that excels in data storytelling.
On the DX Web Analytics team, we believe that effective analysis can only be done when the data flow is well understood, and we are looking to add a business analyst to the staff. Our digital experiences are getting more diverse as traditionally in person experiences are blended with digital experiences. This senior analyst will help with business requirements that shape how we use AEC tools to drive concrete insights and significant business optimizations.
The ideal candidate is most comfortable sitting in between business and technical teams. This person can work with business and design teams to understand what and how goals should be measured, in order to work with technical teams to set up a measurement and optimization framework. This person partners with Product Mangers, SEO, Paid Media teams, on business needs, insights and is laser passionate about improving our customers’ experiences. What you'll Do Analysis
Deliver insight and understanding of visitor and customer behavior on Business.Adobe.com and other digital experiences.
Synthesize Adobe Analytics, Adobe Target, and other data sets to drive deeper understanding of customer journeys – Who, What, Why of customer coming to the website
Understand key business priorities and marketing goals for Business.Adobe.com; deliver insights to support sales and customer retention goals. Collaboration
Collaborate with other analytics and research teams to tell comprehensive stories about the who what and why of the business.
Drive next generation of report automation (Powering Databricks by using CJA, PowerBI, Workspace)
Tell excellent stories about customer insights and our team’s impact on the business.
Work closely with the web strategy team to roll insights into the business and build valuable personalized experiences.
Data consolidation, Cross-team collaboration and Storytelling are essential skills for this job. What you need to succeed
3-5+ years related work experience in online B2B environments.
BS in statistics, mathematics, economics or other quantitative field required.

Our compensation reflects the cost of labor across several U.S. geographic markets, and we pay differently based on those defined markets. The U.S. pay range for this position is $73,900 -- $167,100 annually. Pay within this range varies by work location and may also depend on job-related knowledge, skills, and experience. Your recruiter can share more about the specific salary range for the job location during the hiring process.

At Adobe, for sales roles starting salaries are expressed as total target compensation (TTC = base + commission), and short-term incentives are in the form of sales commission plans. Non-sales roles starting salaries are expressed as base salary and short-term incentives are in the form of the Annual Incentive Plan (AIP).

In addition, certain roles may be eligible for long-term incentives in the form of a new hire equity award."
190,Marketing Operational Data Analyst (Remote),Strategic Financial Solutions,United States,N,"Overview:
Are you looking for a role where you can directly influence an organization in high growth mode? Do you have a knack for solving problems? Do you want to help drive the results of a multi-million-dollar business? If so, you may have found your next role.

We are looking for a talented and motivated Marketing Operational Data Analyst to join our team. The successful candidate will be responsible for analyzing and implementing marketing strategies and campaigns, as well as utilizing technical skills to collect, manage, and analyze data to optimize marketing performance. The Marketing Programmer Analyst will work closely with the marketing team to drive successful campaigns, and report on key metrics and insights to inform marketing strategy and decision-making.
Responsibilities:
Analyze and evaluate marketing strategies and campaigns to drive performance improvements
Utilize technical skills to collect, manage, and analyze data to optimize marketing performance
Collaborate with marketing, data analytics and data science team members to create and execute marketing campaigns, including direct mail and email advertising
Implement tracking mechanisms to monitor marketing performance and provide insights to inform future marketing strategy
Implement weekly Marketing matrix campaign with A/B tests and data compilation instructions and ensuring accurate and timely data generation outcomes
Conduct research to stay up-to-date on emerging marketing trends, tools, and technologies
Report on key marketing metrics and insights to inform marketing strategy and decision-making
Work closely with cross-functional teams, including sales, product, and engineering, to align marketing efforts with business goals
Develop and maintain documentation and standard operating procedures to ensure consistency and efficiency in marketing operations
Qualifications:
**We appreciate any interest, but unfortunately are unable to accommodate visa transfers or sponsorships for this role, now or in the future.**
Bachelor's degree in Marketing, Computer Science, or related field preferred
2+ years of experience in marketing analytics, marketing, or related field
Strong technical skills, including proficiency in programming languages such as SQL, Python, and/or R
Experience with Microsoft Azure platform in general and Azure Synapse analytics is a big plus
Ability to analyze and interpret data to inform marketing strategy and decision-making
Excellent communication and collaboration skills, with the ability to work effectively in a team environment
Strong attention to detail and ability to manage multiple projects and priorities

A Little About Strategic:
Strategic Financial Solutions is an award-winning financial services firm dedicated to helping people live a financially healthy life through the products and services we offer.

We were recently named as one of the Best Companies to Work for in New York State for the 6th time. Additional honors include being named, two times, as one of the 50 fastest growing companies in New York City and to the prestigious Inc. 500 list as one of the 500 fastest growing companies in the United States. Strategic has offices in Manhattan and Buffalo, to house our rapidly growing family of over 750 associates. We are proud to be a 100% employee-owned company. With a common goal in mind, our team shares in the financial rewards of Strategic’s success through long-term stock ownership. In June 2022 we proudly celebrated our 15th anniversary.

Strategic is committed to hiring, training, cultivating, promoting, and celebrating an environment where we have a welcoming and fulfilling place for all people to call home. Diversity of race, thought, sexual orientation, age, veteran status, religion, and disability will empower us to thrive as individuals, as teams, and as a company.

***NOTE: further correspondence on your candidacy will come via email. Please be aware that emails may go to spam/promotions folders depending upon your account settings.

Please mark @talent.icims.com as a safe sender to ensure recruiter emails don't go to spam"
191,Sales Operations Analyst,Zayo Group,Illinois,"$75,500 - $105,000 a year","Company Description
Zayo provides mission-critical bandwidth to the world’s most impactful companies, fueling the innovations that are transforming our society. Zayo’s 133,000-mile network in North America and Europe includes extensive metro connectivity to thousands of buildings and data centers. Zayo’s communications infrastructure solutions include dark fiber, private data networks, wavelengths, Ethernet, and dedicated Internet access. Zayo serves wireless and wireline carriers, media, tech, content, finance, healthcare and other large enterprises.
Assists Sales Operations Manager and the broad sales organization with operational analysis, financial reporting, and data management. Creates Salesforce reports, dynamic dashboards, and metrics for management team to increase visibility into sales performance and operations. Assists in the management, administration and calculation of the sales commission plans. Acts as a broad resource to the sales team for data retrieval, customer and industry research, and cross-functional communication.
Responsibilities:
Support Sales Operations Manager in metric creation, operational and financial modeling, and automation of sales processes
Verify and ensure data integrity and accuracy within Salesforce.com CRM system
Support Sales Management in day-to-day operations, and find ways to drive and improve quality assurance and sales efficiency
Develop and nurture strong inter-departmental communications to ensure timely resolution of customer and sales issues and concerns
Assist as a key business process owner, and sales organization liaison, in IT system development
Possess a thorough understanding of Zayo’s products and services offerings
Be available for business travel, as required
Qualifications:
Bachelor’s degree or higher with a business related focus is required.
A minimum of two years’ experience working in a financial or operational analysis position is preferred. Telecom industry experience preferred, but not required.
Ability to write reports, business correspondence, procedure manuals, and prepare presentations and proposals with careful attention to grammar, spelling and style with the audience in mind.
Ability to effectively present qualitative and quantitative information and respond to questions from managers, employees, and coworkers.
Active listening and the ability to communicate effectively and professionally via phone, electronic media, and face to face interactions.
Proficiency in the MS Office suite of tools with emphasis on Excel is required, including use of common formulae and pivot tables.
Knowledge of Salesforce.com platform is a plus, familiarity with data management is required.
Ability to solve practical problems and deal with a variety of variables in dynamic situations.
Ability to synthesize complex or diverse information; collect and research data; utilize intuition and experience to analyze data.
Ability to interpret a variety of instructions furnished in written, oral, diagram, or schedule form.
Ability to view issues and concerns from multiple perspectives while keeping the ‘big picture’ in focus. Understands business implications of actions and decisions.
Requires an individual who is detailed oriented with superb organizational skills and the ability to prioritize.
Monitors and checks own work for accuracy and quality.
Requires an ability to be flexible and adaptable with work schedule and demands to meet strict deadlines under no or minimal supervision.
Ability to work independently or on a team, support team objectives, take initiative and promote a positive team spirit.
Base pay range: $75,500 - $105,000, commensurate with experience
Benefits, Rewards & Wellness
Excellent Health, Dental & Vision Insurance
Retirement 401(k) Savings Plan
Fitness membership discounts
Generous paid time off policy including paid parental leave
Zayo provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, provincial or local laws.
This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training."
